Path,Date,Width,Height
/Users/fanguo/Documents/Design File/EmployeeEngagement/Sept27/Leaderboard_preVote.png,1380587472000,1024,769
/Users/fanguo/Documents/Design File/EmployeeEngagement/Oct2/Detail.png,1380756184000,1024,768
/Users/fanguo/Documents/Design File/EmployeeEngagement/Oct2/main_card.png,1380756186000,1024,768
/Users/fanguo/Documents/Design File/EmployeeEngagement/Oct2/Leaderboard/individual.png,1380756187000,1024,768
/Users/fanguo/Documents/Design File/EmployeeEngagement/Oct2/Leaderboard/individual_expand.png,1380756188000,1025,768
/Users/fanguo/Documents/Design File/EmployeeEngagement/Oct2/Leaderboard/team_expand.png,1380756188000,1024,768
/Users/fanguo/Documents/Design File/EmployeeEngagement/Oct2/Leaderboard/team.png,1380756189000,1024,768
/Users/fanguo/Documents/Design File/EmployeeEngagement/Oct2/Leaderboard/vote.png,1380756196000,1024,768
/Users/fanguo/Documents/Design File/EmployeeEngagement/Oct2/Leaderboard/vote_expand.png,1380756200000,1025,768
/Users/fanguo/Documents/Design File/EmployeeEngagement/Oct2/Leaderboard/vote_prevote.png,1380756202000,1024,769
/Users/fanguo/Documents/Design File/EmployeeEngagement/Oct2/Detail_participant.png,1380756203000,1024,769
/Users/fanguo/Documents/Design File/EmployeeEngagement/Oct2/Card_Status.png,1380756205000,2449,1878
/Users/fanguo/Documents/Design File/EmployeeEngagement/Oct2/Create_Vote/0_ContestType.png,1380756313000,1024,768
/Users/fanguo/Documents/Design File/EmployeeEngagement/Oct2/Create_Vote/1_Basic Info.png,1380756314000,1024,768
/Users/fanguo/Documents/Design File/EmployeeEngagement/Oct2/Create_Vote/1_Add Image Modal.png,1380756315000,1024,768
/Users/fanguo/Documents/Design File/EmployeeEngagement/Oct2/Create_Vote/3_Participants Team 1.png,1380756316000,1024,768
/Users/fanguo/Documents/Design File/EmployeeEngagement/Oct2/Create_Vote/3_Participants Team 2.png,1380756316000,1024,768
/Users/fanguo/Documents/Design File/EmployeeEngagement/Oct2/Create_Vote/3_Participants Ind 1.png,1380756317000,1024,768
/Users/fanguo/Documents/Design File/EmployeeEngagement/Oct2/Create_Vote/3_Participants Team 3.png,1380756317000,1024,768
/Users/fanguo/Documents/Design File/EmployeeEngagement/Oct2/Create_Vote/3_Participants Ind 2.png,1380756318000,1024,768
/Users/fanguo/Documents/Design File/EmployeeEngagement/Oct2/Create_Vote/3_Participants Ind 3.png,1380756319000,1024,768
/Users/fanguo/Documents/Design File/EmployeeEngagement/Oct2/Create_Vote/3_Participants Ind 4.png,1380756319000,1024,768
/Users/fanguo/Documents/Design File/EmployeeEngagement/Oct2/Create_Vote/4_Awards.png,1380756320000,1025,768
/Users/fanguo/Documents/Design File/EmployeeEngagement/Oct2/Create_Vote/5_Voters 1.png,1380756320000,1025,768
/Users/fanguo/Documents/Design File/EmployeeEngagement/Oct2/Create_Vote/5_Voters 2.png,1380756320000,1024,768
/Users/fanguo/Documents/Design File/EmployeeEngagement/Oct2/Create_Vote/5_Voters 3.png,1380756321000,1024,768
/Users/fanguo/Documents/Design File/EmployeeEngagement/Oct2/Create_Vote/5_Voters 4.png,1380756321000,1024,768
/Users/fanguo/Documents/Design File/EmployeeEngagement/Oct2/Create_Vote/5_Voters 5.png,1380756322000,1024,768
/Users/fanguo/Documents/Design File/EmployeeEngagement/Oct2/LIst_Filter.png,1380756354000,1024,768
/Users/fanguo/Documents/Design File/EmployeeEngagement/Oct2/Create_Metric/0_ContestType.png,1380756355000,1024,768
/Users/fanguo/Documents/Design File/EmployeeEngagement/Oct2/Create_Metric/1_Add Image.png,1380756357000,1024,768
/Users/fanguo/Documents/Design File/EmployeeEngagement/Oct2/Create_Metric/1_Basic Info.png,1380756357000,1024,768
/Users/fanguo/Documents/Design File/EmployeeEngagement/Oct2/Create_Metric/2_Scoring 1.png,1380756358000,1024,768
/Users/fanguo/Documents/Design File/EmployeeEngagement/Oct2/Create_Metric/2_Scoring 2.png,1380756358000,1024,768
/Users/fanguo/Documents/Design File/EmployeeEngagement/Oct2/Create_Metric/3_Participants Team 1-08.png,1380756359000,1024,768
/Users/fanguo/Documents/Design File/EmployeeEngagement/Oct2/Create_Metric/3_Participants Team 1-09.png,1380756359000,1024,768
/Users/fanguo/Documents/Design File/EmployeeEngagement/Oct2/Create_Metric/3_Participants Ind 1.png,1380756360000,1024,768
/Users/fanguo/Documents/Design File/EmployeeEngagement/Oct2/Create_Metric/3_Participants Team 1-10.png,1380756360000,1024,768
/Users/fanguo/Documents/Design File/EmployeeEngagement/Oct2/Create_Metric/3_Participants Ind 2.png,1380756361000,1025,768
/Users/fanguo/Documents/Design File/EmployeeEngagement/Oct2/Create_Metric/3_Participants Ind 3.png,1380756361000,1024,768
/Users/fanguo/Documents/Design File/EmployeeEngagement/Oct2/Create_Metric/3_Participants Ind 4.png,1380756362000,1024,768
/Users/fanguo/Documents/Design File/EmployeeEngagement/Oct2/Create_Metric/4_Awards.png,1380756362000,1025,768
/Users/fanguo/Documents/Design File/EmployeeEngagement/Oct2/Edit_Participant.png,1380756558000,1025,769
/Users/fanguo/Documents/Design File/EmployeeEngagement/Oct2/Main_List.png,1380756664000,1024,768
/Users/fanguo/Documents/Design File/EmployeeEngagement/Oct2/Create_Vote/2_Submission.png,1380757233000,1024,768
/Users/fanguo/Documents/Design File/EmployeeEngagement/Oct2/Update_Score.png,1380757506000,1024,768
/Users/fanguo/Documents/Design File/Gamification/Settings/0.png,1380870084000,1024,768
/Users/fanguo/Documents/Design File/Gamification/Settings/1.png,1380870085000,1024,768
/Users/fanguo/Documents/Design File/Gamification/Settings/8.png,1380870087000,1024,768
/Users/fanguo/Documents/Design File/Gamification/Settings/Employee_0.png,1380870088000,1024,768
/Users/fanguo/Documents/Design File/Gamification/Settings/Employee_3.png,1380870089000,1024,768
/Users/fanguo/Documents/Design File/Gamification/Settings/5.png,1380870092000,1024,768
/Users/fanguo/Documents/Design File/Gamification/Settings/4.png,1380870093000,1024,768
/Users/fanguo/Documents/Design File/Gamification/Settings/2.png,1380870262000,1024,768
/Users/fanguo/Documents/Design File/Gamification/Settings/Employee_1.png,1380870263000,1024,768
/Users/fanguo/Documents/Design File/Gamification/Settings/Employee_2.png,1380870264000,1024,768
/Users/fanguo/Documents/Design File/Gamification/Settings/3.png,1380870265000,1024,769
/Users/fanguo/Documents/Design File/Gamification/Settings/6.png,1380870267000,1024,768
/Users/fanguo/Documents/Design File/Gamification/Settings/7.png,1380870474000,1024,768
/Users/fanguo/Documents/Design File/EmployeeEngagement/Oct2/updated/Leaderboard_individual.png,1381135048000,1024,768
/Users/fanguo/Documents/Design File/EmployeeEngagement/Sept27/update/Leaderboard_individual.png,1381135048000,1024,768
/Users/fanguo/Documents/Design File/EmployeeEngagement/Oct2/updated/leaderboard_team.png,1381135049000,1024,768
/Users/fanguo/Documents/Design File/EmployeeEngagement/Sept27/update/leaderboard_team.png,1381135049000,1024,768
/Users/fanguo/Documents/Design File/EmployeeEngagement/Oct2/updated/leaderboard_vote.png,1381135050000,1024,768
/Users/fanguo/Documents/Design File/EmployeeEngagement/Sept27/update/leaderboard_vote.png,1381135050000,1024,768
/Users/fanguo/Documents/Design File/EmployeeEngagement/Oct2/updated/Vote_hidden.png,1381135079000,1024,769
/Users/fanguo/Documents/Design File/EmployeeEngagement/Sept27/update/Vote_hidden.png,1381135079000,1024,769
/Users/fanguo/Documents/Design File/EmployeeEngagement/Oct2/updated/Edit_participant.png,1381135130000,1025,769
/Users/fanguo/Documents/Design File/EmployeeEngagement/Sept27/update/Edit_participant.png,1381135130000,1025,769
/Users/fanguo/Documents/Design File/EmployeeEngagement/Oct2/updated/updatedScore.png,1381135283000,1024,768
/Users/fanguo/Documents/Design File/EmployeeEngagement/Oct2/updated/vote.png,1381135284000,1024,768
/Users/fanguo/Documents/Design File/EmployeeEngagement/Oct2/updated/Metric_3_1.png,1381135618000,1024,768
/Users/fanguo/Documents/Design File/EmployeeEngagement/Oct2/updated/metric_3_2.png,1381135618000,1024,768
/Users/fanguo/Documents/Design File/EmployeeEngagement/Oct2/updated/Matric_3_3.png,1381135619000,1024,768
/Users/fanguo/Documents/Design File/EmployeeEngagement/Oct2/updated/Vote_3_1.png,1381135636000,1024,768
/Users/fanguo/Documents/Design File/EmployeeEngagement/Oct2/updated/Vote_3_2.png,1381135637000,1024,768
/Users/fanguo/Documents/Design File/EmployeeEngagement/Oct2/updated/Vote_3_3.png,1381135637000,1024,768
/Users/fanguo/Documents/Design File/Gamification/manager/Spec/Goals_Manager_Details.png,1381512861000,1024,769
/Users/fanguo/Documents/Design File/EmployeeEngagement/Oct31 Update/Voter Create/Contest_Voter_Oct2_Selector.png,1383243198000,1024,768
/Users/fanguo/Documents/Design File/EmployeeEngagement/Oct31 Update/Voter Create/Contest_Voter_Oct2_Submission.png,1383243199000,1024,768
/Users/fanguo/Documents/Design File/EmployeeEngagement/Oct31 Update/Metric Create/Contest_Metric_Oct2_Selector.png,1383243241000,1024,768
/Users/fanguo/Documents/Design File/EmployeeEngagement/Oct31 Update/Edit Contest Detail/Contest_Oct4-02.png,1383243770000,1024,768
/Users/fanguo/Documents/Design File/EmployeeEngagement/Oct31 Update/Edit Contest Detail/Contest_Oct4-06.png,1383243771000,1024,768
/Users/fanguo/Documents/Design File/EmployeeEngagement/Oct31 Update/Edit Contest Detail/Contest_Oct4-15.png,1383243772000,1025,768
/Users/fanguo/Documents/Design File/EmployeeEngagement/Oct31 Update/Edit Contest Detail/Contest_Oct4-16.png,1383243772000,1024,768
/Users/fanguo/Documents/Design File/EmployeeEngagement/Oct31 Update/Edit Contest Detail/Contest_Oct4-23.png,1383243773000,1025,768
/Users/fanguo/Documents/Design File/EmployeeEngagement/Oct31 Update/Update Scores.png,1383243875000,1024,768
/Users/fanguo/Documents/Design File/EmployeeEngagement/Oct31 Update/submit_file.png,1383244499000,1025,769
/Users/fanguo/Documents/Design File/EmployeeEngagement/Oct31 Update/submit_link.png,1383244500000,1025,769
/Users/fanguo/Documents/Design File/EmployeeEngagement/Oct31 Update/submit_text.png,1383244501000,1024,769
/Users/fanguo/Documents/Design File/EmployeeEngagement/Oct31 Update/cards.png,1383244526000,2449,2241
/Users/fanguo/Documents/Design File/EmployeeEngagement/Nov8Updates/Update Scores.png,1383953035000,1024,768
/Users/fanguo/Documents/Design File/EmployeeEngagement/Nov8Updates/Vote_Pick_Winner/Pick_Text.png,1383956827000,1025,769
/Users/fanguo/Documents/Design File/EmployeeEngagement/Nov8Updates/Vote_Pick_Winner/Pick_Link.png,1383956829000,1025,769
/Users/fanguo/Documents/Design File/EmployeeEngagement/Nov8Updates/tab style/Edit Participants.png,1383957295000,1025,769
/Users/fanguo/Documents/Design File/EmployeeEngagement/Nov8Updates/tab style/View Participants.png,1383957296000,1024,769
/Users/fanguo/Documents/Design File/EmployeeEngagement/Nov8Updates/Contest Detail.png,1383957772000,1024,768
/Users/fanguo/Documents/Design File/EmployeeEngagement/Nov8Updates/tab style/Select Type.png,1383957819000,1024,768
/Users/fanguo/Documents/Design File/EmployeeEngagement/Nov8Updates/tab style/Setup participants_1.png,1383957842000,1024,768
/Users/fanguo/Documents/Design File/EmployeeEngagement/Nov8Updates/tab style/Setup participants_2.png,1383957842000,1024,768
/Users/fanguo/Documents/Design File/EmployeeEngagement/Nov8Updates/tab style/Setup participants_3.png,1383957843000,1024,768
/Users/fanguo/Documents/Design File/EmployeeEngagement/Nov8Updates/Vote_Pick_Winner/Vote_link.png,1383957996000,1025,769
/Users/fanguo/Documents/Design File/EmployeeEngagement/Nov8Updates/Vote_Pick_Winner/Vote_text.png,1383957996000,1025,769
/Users/fanguo/Documents/Design File/Social Integration/Untitled.png,1383959019000,924,689
/Users/fanguo/Documents/Design File/EmployeeEngagement/infolet-32.png,1384213060000,1024,768
/Users/fanguo/Documents/Design File/EmployeeEngagement/Contest_Voter_Oct2_Selector.png,1384286494000,1024,768
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Customization/Social_R10_Concepts-01.png,1384297477000,1024,768
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Customization/Social_R10_Concepts-02.png,1384297478000,1024,768
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Customization/Social_R10_Concepts-03.png,1384297478000,1024,768
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Customization/Social_R10_Concepts-04.png,1384297479000,1024,768
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Customization/Social_R10_Concepts-05.png,1384297480000,1024,768
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Profiles/Old_PersonalInfo.png,1384297482000,1024,769
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Customization/Social_R10_Concepts-09.png,1384297483000,1024,768
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Profiles/Old_PublicProfile.png,1384297484000,1024,769
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Profiles/Old_SocialProfile.png,1384297491000,1024,769
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Profiles/New_IntegratedPublicProfile_1.png,1384302266000,1024,769
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Profiles/New_IntegratedPublicProfile_2.png,1384302267000,1024,769
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Profiles/New_PersonalInfo.png,1384303086000,1024,769
/Users/fanguo/Documents/Design File/EmployeeEngagement/Nov15Update/Edit_History.png,1384559057000,1025,768
/Users/fanguo/Documents/Design File/EmployeeEngagement/Nov15Update/Voter_Awards.png,1384559235000,1025,768
/Users/fanguo/Documents/Design File/EmployeeEngagement/Nov15Update/Metric_Awards.png,1384559249000,1025,768
/Users/fanguo/Documents/Design File/EmployeeEngagement/Nov15Update/Show_History.png,1384559262000,1025,768
/Users/fanguo/Documents/Design File/EmployeeEngagement/Nov15Update/Metric_Confirm.png,1384560743000,1025,768
/Users/fanguo/Documents/Design File/EmployeeEngagement/Nov15Update/Voter_Confirm.png,1384560764000,1024,768
/Users/fanguo/Documents/Design File/EmployeeEngagement/semi-Final/Edit_Team.png,1384820834000,1025,769
/Users/fanguo/Documents/Design File/InfoVis Hackathon/overview.png,1385150192000,1024,768
/Users/fanguo/Documents/Design File/InfoVis Hackathon/tap.png,1385150192000,1024,768
/Users/fanguo/Documents/Design File/InfoVis Hackathon/plain.png,1385150461000,1024,768
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Dec5/Springboard_notification.png,1386317449000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Dec5/Obj_Social.png,1386317450000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Dec5/Obj_Work.png,1386317450000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Dec5/Obj_popover.png,1386317452000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Dec5/Pop_Mngr_popover.png,1386317452000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Dec5/Objs_popover.png,1386317453000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Dec5/Tab_Mngr.png,1386317457000,1440,901
/Users/fanguo/Documents/Design File/EmployeeEngagement/VideoShare/Edit_Info.png,1386317691000,1024,769
/Users/fanguo/Documents/Design File/EmployeeEngagement/VideoShare/Filter.png,1386317692000,1024,769
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Dec5/Pop_Mngr.png,1386317896000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Dec5/Pop_Obj.png,1386317896000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Dec5/Pop_Objs.png,1386317897000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Untitled.png,1386358289000,1049,789
/Users/fanguo/Documents/Design File/EmployeeEngagement/VideoShare/VideoShare.png,1386365187000,1024,769
/Users/fanguo/Documents/Design File/EmployeeEngagement/TapActions/Actions.png,1386719549000,1024,768
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/background.png,1386879178000,1171,753
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/1400by900BG.png,1386880225000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Dec16/start.png,1387230044000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Dec16/start_Alt.png,1387230045000,1440,901
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Dec16/Social_R10-10.png,1387230049000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Dec16/Social_R10-11.png,1387230050000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Dec16/employee-social.png,1387230051000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Dec16/manager.png,1387230052000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Dec16/Social_R10-15.png,1387230054000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Dec16/Social_R10-16.png,1387230055000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Dec16/Social_R10-17.png,1387230056000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Dec16/start_dropdown.png,1387230147000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Dec16/Social_R10-01.png,1387230180000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Dec16/Social_R10-13.png,1387230216000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Dec16/Social_R10-14.png,1387230217000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Dec16/Social_R10-12.png,1387230313000,1440,900
/Users/fanguo/Documents/Design File/EmployeeEngagement/TapActions/Actions_longList.png,1387394814000,1024,768
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Dec19/3/goal_list.png,1387535456000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Dec19/3/manager.png,1387535458000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Dec19/3/1.png,1387535481000,1440,901
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Dec19/3/0.png,1387535563000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Dec19/3/manager_0.png,1387535808000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Dec19/3/manager_1.png,1387535809000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Dec19/3/0_social.png,1387535868000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Dec19/3/goal_list_social.png,1387535870000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Dec19/3/goal_z_social.png,1387535870000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Dec19/3/goal_z.png,1387536187000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Dec19/goal_list.png,1387536436000,1441,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Dec19/goal_z.png,1387536451000,1441,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Dec19/goal_z_social_switch.png,1387536608000,1441,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Dec19/goal_z_social.png,1387536647000,1441,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Dec19/goal_z_social_dropdown.png,1387536684000,1441,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Dec19/3/0_social_switch.png,1387536772000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Dec19/3/0_social_filter.png,1387536820000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/New folder/0.png,1388746688000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/New folder/panel/0.png,1388746688000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/New folder/3.png,1388746689000,1440,901
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/New folder/panel/1.png,1388746690000,1440,901
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/New folder/panel/2.png,1388746692000,1440,901
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/New folder/1.png,1388746693000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/New folder/2.png,1388746694000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/New folder/4.png,1388746696000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/New folder/5.png,1388746697000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/New folder/6.png,1388746698000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/New folder/7.png,1388746699000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/New folder/8.png,1388746699000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/New folder/11.png,1388746702000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/New folder/12.png,1388746702000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/New folder/13.png,1388746703000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/New folder/14.png,1388746704000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/New folder/15.png,1388746704000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/New folder/16.png,1388746704000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/New folder/17.png,1388746705000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/New folder/18.png,1388746706000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/New folder/19.png,1388746707000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/New folder/20.png,1388746708000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/New folder/23.png,1388746710000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/New folder/24.png,1388746710000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/New folder/25.png,1388746711000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/New folder/26.png,1388746712000,1440,901
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/New folder/28.png,1388746713000,1440,901
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/New folder/27.png,1388746714000,1440,901
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/New folder/30.png,1388746715000,1440,901
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/New folder/29.png,1388746716000,1440,901
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/New folder/9.png,1388747320000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/New folder/22.png,1388747758000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/New folder/21.png,1388747759000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/New folder/panel/3.png,1388748002000,1440,901
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/New folder/10.png,1388772155000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Jan8/global/Social Panel/0.png,1389251881000,1440,901
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Jan8/global/Social Panel/1.png,1389251881000,1440,901
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Jan8/global/Social Panel/2.png,1389251883000,1440,901
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Jan8/global/Social Panel/3.png,1389251884000,1440,901
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Jan8/global/1.png,1389251885000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Jan8/global/2.png,1389251886000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Jan8/global/3.png,1389251886000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Jan8/global/4.png,1389251887000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Jan8/global/5.png,1389251888000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Jan8/global/6.png,1389251889000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Jan8/global/7.png,1389251890000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Jan8/global/8.png,1389251891000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Jan8/global/9.png,1389251892000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Jan8/global/10.png,1389251893000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Jan8/global/11.png,1389251894000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Jan8/global/12.png,1389251894000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Jan8/global/13.png,1389251895000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Jan8/global/15.png,1389251896000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Jan8/global/16.png,1389251897000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Jan8/global/17.png,1389251898000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Jan8/global/18.png,1389251898000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Jan8/global/19.png,1389251899000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Jan8/global/30.png,1389251907000,1440,901
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Jan8/global/29.png,1389251908000,1440,901
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Jan14/conventional/0.png,1389252024000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Jan14/conventional/2.png,1389252024000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Jan8/conventional/0.png,1389252024000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Jan8/conventional/2.png,1389252024000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Jan14/conventional/1.png,1389252030000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Jan8/conventional/1.png,1389252030000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Jan14/conventional/3.png,1389252031000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Jan8/conventional/3.png,1389252031000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Jan14/conventional/4.png,1389252032000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Jan8/conventional/4.png,1389252032000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Jan14/conventional/5.png,1389252033000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Jan8/conventional/5.png,1389252033000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Jan14/conventional/6.png,1389252034000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Jan8/conventional/6.png,1389252034000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Jan14/conventional/7.png,1389252035000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Jan14/conventional/8.png,1389252035000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Jan8/conventional/7.png,1389252035000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Jan8/conventional/8.png,1389252035000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Jan14/conventional/9.png,1389252039000,1440,900
/Users/fanguo/Documents/Design File/Social Integration/R10 Explore/Jan8/conventional/9.png,1389252039000,1440,900
